TPQ: 1024
TRACKS: 2

Track 0
Tick	Seconds	Dur	Message
194071	83.7318	0.219302	90 43 7f 
194580	83.9511		80 3a 7f 
194580	83.9511		80 43 7f 
194581	83.9516	0.219302	90 3a 7f 
194581	83.9516	0.219302	90 43 7f 
195090	84.1709		80 3a 7f 
195090	84.1709		80 43 7f 
195091	84.1713	0.217148	90 3a 7f 
195091	84.1713	0.217148	90 43 7f 
195595	84.3884		80 3a 7f 
195595	84.3884		80 43 7f 
195596	84.3889	0.217148	90 3a 7f 
195596	84.3889	0.217148	90 43 7f 
196022	84.5724		b0 40 0 
196100	84.606		80 3a 7f 
196100	84.606		80 43 7f 
196101	84.6064	0.231366	90 3a 7f 
196101	84.6064	0.231366	90 43 7f 
196607	84.8245		80 27 7f 
196612	84.8266	0.220164	90 26 7f 
196638	84.8378		80 3a 7f 
196638	84.8378		80 43 7f 
196999	84.9934		b0 40 7f 
197123	85.0468		80 26 7f 
197154	85.0601	0.205515	90 2d 7f 
197631	85.2656		80 2d 7f 
197662	85.279	0.874192	90 32 7f 
198167	85.4966	0.439035	90 3c 7f 
198167	85.4966	0.439035	90 43 7f 
199186	85.9356		80 3c 7f 
199186	85.9356		80 43 7f 
199187	85.936	0.434726	90 3c 7f 
199187	85.936	0.434726	90 43 7f 
199691	86.1532		80 32 7f 
199692	86.1536	0.435588	90 32 7f 
200120	86.338		b0 40 0 
200196	86.3708		80 3c 7f 
200196	86.3708		80 43 7f 
200197	86.3712	0.205084	90 3c 7f 
200197	86.3712	0.218009	90 43 7f 
200673	86.5763		80 3c 7f 
200703	86.5892		80 43 7f 
200703	86.5892		80 32 7f 
200708	86.5914	0.220164	90 26 7f 
201054	86.7404		b0 40 7f 
201219	86.8115		80 26 7f 
201250	86.8249	0.436019	90 3c 7f 
201250	86.8249	0.436019	90 45 7f 
201250	86.8249	0.205515	90 2d 7f 
201727	87.0304		80 2d 7f 
201758	87.0438	0.874192	90 32 7f 
202262	87.2609		80 3c 7f 
202262	87.2609		80 45 7f 
202263	87.2613	0.439035	90 3c 7f 
202263	87.2613	0.439035	90 45 7f 
203282	87.7004		80 3c 7f 
203282	87.7004		80 45 7f 
203283	87.7008	0.611805	90 3c 7f 
203283	87.7008	0.611805	90 45 7f 
203787	87.918		80 32 7f 
203788	87.9184	0.394226	90 32 7f 
204224	88.1062		b0 40 0 
204703	88.3126		80 3c 7f 
204703	88.3126		80 45 7f 
204703	88.3126		80 32 7f 
204803	88.3557		b0 64 0 
204803	88.3557		b0 65 0 
204803	88.3557		b0 64 0 
204803	88.3557		b0 65 0 
204804	88.3561		b0 6 c 
204804	88.3561		b0 6 c 
204805	88.3566		b0 26 0 
204805	88.3566		b0 26 0 
204810	88.3587	0.217579	90 2b 7f 
205048	88.4613		b0 40 7f 
205315	88.5763		80 2b 7f 
205346	88.5896	0.205515	90 32 7f 
205823	88.7952		80 32 7f 
205854	88.8085	1.31021	90 37 7f 
206359	89.0261	0.439035	90 39 7f 
207378	89.4651		80 39 7f 
207379	89.4656	0.434726	90 3b 7f 
208388	89.9003		80 3b 7f 
208389	89.9007	0.218009	90 3e 7f 
208448	89.9261		b0 40 0 
208895	90.1187		80 3e 7f 
208895	90.1187		80 37 7f 
208900	90.1209	0.45196	90 3e 7f 
208900	90.1209	0.45196	90 43 7f 
208900	90.1209	0.220164	90 2b 7f 
209159	90.2325		b0 40 7f 
209411	90.341		80 2b 7f 
209442	90.3544	0.205515	90 32 7f 
209919	90.5599		80 32 7f 
209949	90.5728		80 3e 7f 
209949	90.5728		80 43 7f 
209950	90.5733	1.31021	90 37 7f 
210455	90.7908	1.09263	90 4a 7f 
210455	90.7908	1.09263	90 4f 7f 
212386	91.6228		b0 40 0 
212991	91.8835		80 4a 7f 
212991	91.8835		80 4f 7f 
212991	91.8835		80 37 7f 
212996	91.8856	0.220164	90 29 7f 
213415	92.0662		b0 40 7f 
213507	92.1058		80 29 7f 
213538	92.1192	0.205515	90 30 7f 
214015	92.3247		80 30 7f 
214046	92.338	1.31021	90 35 7f 
214551	92.5556	0.439035	90 39 7f 
215570	92.9946		80 39 7f 
215571	92.9951	0.434726	90 3b 7f 
216580	93.4298		80 3b 7f 
216581	93.4302	0.218009	90 3e 7f 
217087	93.6482		80 3e 7f 
217087	93.6482		80 35 7f 
217092	93.6504	0.45196	90 3e 7f 
217092	93.6504	0.45196	90 43 7f 
217092	93.6504	0.220164	90 29 7f 
217603	93.8706		80 29 7f 
217634	93.8839	0.205515	90 30 7f 
218111	94.0894		80 30 7f 
218141	94.1024		80 3e 7f 
218141	94.1024		80 43 7f 
218142	94.1028	0.876739	90 35 7f 
218647	94.3204	1.10266	90 4a 7f 
218647	94.3204	1.10266	90 4f 7f 
220171	94.9795		80 35 7f 
220172	94.98	0.443068	90 30 7f 
220593	95.1637		b0 40 0 
221183	95.423		80 4a 7f 
221183	95.423		80 4f 7f 
221183	95.423		80 30 7f 
221188	95.4252	0.220164	90 2b 7f 
221398	95.5157		b0 40 7f 
221699	95.6454		80 2b 7f 
221730	95.6587	0.205515	90 32 7f 
222207	95.8642		80 32 7f 
222238	95.8776	1.31021	90 37 7f 
222743	96.0952	0.439035	90 39 7f 
223762	96.5342		80 39 7f 
223763	96.5346	0.434726	90 3b 7f 
224772	96.9694		80 3b 7f 
224773	96.9698	0.218009	90 3e 7f 
224832	96.9952		b0 40 0 
225279	97.1878		80 3e 7f 
225279	97.1878		80 37 7f 
225284	97.1899	0.45196	90 3e 7f 
225284	97.1899	0.45196	90 43 7f 
225284	97.1899	0.220164	90 2b 7f 
225494	97.2804		b0 40 7f 
225795	97.4101		80 2b 7f 
225826	97.4235	0.205515	90 32 7f 
226303	97.629		80 32 7f 
226333	97.6419		80 3e 7f 
226333	97.6419		80 43 7f 
226334	97.6423	1.31021	90 37 7f 
226839	97.8599	1.09263	90 4a 7f 
226839	97.8599	1.09263	90 4f 7f 
228928	98.76		b0 40 0 
229375	98.9525		80 4a 7f 
229375	98.9525		80 4f 7f 
229375	98.9525		80 37 7f 
229380	98.9547	0.220164	90 29 7f 
229722	99.1021		b0 40 7f 
229799	99.1352		b0 40 7f 
229891	99.1749		80 29 7f 
229922	99.1882	0.205515	90 30 7f 
230399	99.3937		80 30 7f 
230430	99.4071	1.31021	90 35 7f 
230935	99.6247	0.439035	90 39 7f 
231954	100.064		80 39 7f 
231955	100.064	0.434726	90 3b 7f 
232858	100.453		b0 40 0 
232964	100.499		80 3b 7f 
232965	100.499	0.218009	90 3e 7f 
233471	100.717		80 3e 7f 
233471	100.717		80 35 7f 
233476	100.719	0.45196	90 3e 7f 
233476	100.719	0.45196	90 43 7f 
233476	100.719	0.220164	90 29 7f 
233851	100.881		b0 40 7f 
233987	100.94		80 29 7f 
234018	100.953	0.205515	90 30 7f 
234495	101.158		80 30 7f 
234525	101.171		80 3e 7f 
234525	101.171		80 43 7f 
234526	101.172	0.874192	90 35 7f 
235031	101.389	1.09263	90 4a 7f 
235031	101.389	1.09263	90 4f 7f 
236555	102.046		80 35 7f 
236556	102.046	0.435588	90 30 7f 
236977	102.228		b0 40 0 
237063	102.265		b0 40 0 
237567	102.482		80 4a 7f 
237567	102.482		80 4f 7f 
237567	102.482		80 30 7f 
237572	102.484	0.220164	90 27 7f 
237948	102.646		b0 40 7f 
238083	102.704		80 27 7f 
238114	102.718	0.205515	90 2e 7f 
238591	102.923		80 2e 7f 
238622	102.937	1.31021	90 33 7f 
239127	103.154	0.439035	90 39 7f 
240146	103.593		80 39 7f 
240147	103.594	0.434726	90 3a 7f 
241156	104.028		80 3a 7f 
241157	104.029	0.218009	90 3e 7f 
241255	104.071		b0 40 0 
241663	104.247		80 3e 7f 
241663	104.247		80 33 7f 
241668	104.249	0.45196	90 3e 7f 
241668	104.249	0.45196	90 43 7f 
241668	104.249	0.220164	90 27 7f 
242044	104.411		b0 40 7f 
242179	104.469		80 27 7f 
242210	104.482	0.205515	90 2e 7f 
242687	104.688		80 2e 7f 
242717	104.701		80 3e 7f 
242717	104.701		80 43 7f 
242718	104.701	1.31021	90 33 7f 
243223	104.919	1.09263	90 4a 7f 
243223	104.919	1.09263	90 4f 7f 
245351	105.836		b0 40 0 
245759	106.012		80 4a 7f 
245759	106.012		80 4f 7f 
245759	106.012		80 33 7f 
245764	106.014	0.220164	90 29 7f 
246106	106.161		b0 40 7f 
246275	106.234		80 29 7f 
246306	106.247	0.205515	90 30 7f 
246783	106.453		80 30 7f 
246814	106.466	1.31021	90 35 7f 
247319	106.684	0.439035	90 39 7f 
248338	107.123		80 39 7f 
248339	107.123	0.434726	90 3c 7f 
249242	107.512		b0 40 0 
249348	107.558		80 3c 7f 
249349	107.558	0.218009	90 3e 7f 
249855	107.776		80 3e 7f 
249855	107.776		80 35 7f 
249860	107.778	0.45196	90 3e 7f 
249860	107.778	0.45196	90 43 7f 
249860	107.778	0.220164	90 29 7f 
250235	107.94		b0 40 7f 
250371	107.999		80 29 7f 
250402	108.012	0.205515	90 30 7f 
250879	108.218		80 30 7f 
250909	108.23		80 3e 7f 
250909	108.23		80 43 7f 
250910	108.231	0.876739	90 35 7f 
251415	108.448	1.10266	90 4a 7f 
251415	108.448	1.10266	90 4f 7f 
252939	109.108		80 35 7f 
252940	109.108	0.443068	90 30 7f 
253447	109.329		b0 40 0 
253951	109.551		80 4a 7f 
253951	109.551		80 4f 7f 
253951	109.551		80 30 7f 
253956	109.553	0.220164	90 2b 7f 
254428	109.757		b0 40 7f 
254467	109.773		80 2b 7f 
254498	109.787	0.205515	90 3e 7f 
254498	109.787	0.205515	90 32 7f 
254975	109.992		80 3e 7f 
254975	109.992		80 32 7f 
255006	110.006	0.204222	90 43 7f 
255006	110.006	0.874192	90 37 7f 
255480	110.21		80 43 7f 
255511	110.223	0.206376	90 45 7f 
255990	110.43		80 45 7f 
256021	110.443	0.206376	90 47 7f 
256500	110.649		80 47 7f 
256531	110.663	0.204222	90 48 7f 
257005	110.867		80 48 7f 
257035	110.88		80 37 7f 
257036	110.88	0.204222	90 47 7f 
257036	110.88	0.204222	90 37 7f 
257325	111.005		b0 40 0 
257510	111.085		80 47 7f 
257510	111.085		80 37 7f 
257541	111.098	0.205084	90 45 7f 
257541	111.098	0.205084	90 32 7f 
258017	111.303		80 45 7f 
258017	111.303		80 32 7f 
258052	111.318	0.45196	90 43 7f 
258052	111.318	0.220164	90 29 7f 
258434	111.483		b0 40 7f 
258563	111.538		80 29 7f 
258594	111.552	0.205515	90 30 7f 
259071	111.757		80 30 7f 
259101	111.77		80 43 7f 
259102	111.77	0.436881	90 3e 7f 
259102	111.77	1.31021	90 35 7f 
260116	112.207		80 3e 7f 
260117	112.208	0.436881	90 3c 7f 
261131	112.645		80 3c 7f 
261132	112.645	0.435588	90 43 7f 
261662	112.873		b0 40 0 
262143	113.081		80 43 7f 
262143	113.081		80 35 7f 
262148	113.083	0.669539	90 3e 7f 
262148	113.083	0.220164	90 27 7f 
262379	113.182		b0 40 7f 
262659	113.303		80 27 7f 
262690	113.316	0.205515	90 2e 7f 
263167	113.522		80 2e 7f 
263198	113.535	0.874192	90 33 7f 
263702	113.752		80 3e 7f 
263703	113.753	0.874192	90 37 7f 
265227	114.409		80 33 7f 
265228	114.41	0.435588	90 33 7f 
265732	114.627		80 37 7f 
265733	114.627	0.205084	90 37 7f 
265873	114.688		b0 40 0 
266209	114.832		80 37 7f 
266239	114.845		80 33 7f 
266244	114.848	0.220164	90 29 7f 
266621	115.01		b0 40 7f 
266755	115.068		80 29 7f 
266786	115.081	0.205515	90 30 7f 
267263	115.287		80 30 7f 
267294	115.3	0.874192	90 35 7f 
268819	115.957	0.434726	90 3c 7f 
269323	116.174		80 35 7f 
269324	116.175	0.204222	90 30 7f 
269798	116.379		80 30 7f 
269822	116.389		b0 40 0 
269828	116.392		80 3c 7f 
269829	116.392	0.205084	90 3c 7f 
269829	116.392	0.205084	90 35 7f 
270305	116.597		80 3c 7f 
270305	116.597		80 35 7f 
270340	116.612	0.220164	90 3b 7f 
270340	116.612	0.220164	90 2b 7f 
270550	116.703		b0 40 7f 
270851	116.832		80 3b 7f 
270851	116.832		80 2b 7f 
270882	116.846	0.205515	90 3e 7f 
270882	116.846	0.205515	90 32 7f 
271359	117.051		80 3e 7f 
271359	117.051		80 32 7f 
271390	117.065	0.656613	90 43 7f 
271390	117.065	1.31021	90 37 7f 
272914	117.721		80 43 7f 
272915	117.722	0.434726	90 39 7f 
273924	118.156		80 39 7f 
273925	118.157	0.205084	90 3b 7f 
273984	118.182		b0 40 0 
274401	118.362		80 3b 7f 
274431	118.375		80 37 7f 
274436	118.377	0.220164	90 2b 7f 
274646	118.468		b0 40 7f 
274947	118.597		80 2b 7f 
274978	118.611	0.205515	90 32 7f 
275455	118.816		80 32 7f 
275486	118.829	1.31021	90 37 7f 
275991	119.047	0.426109	90 3e 7f 
276980	119.473		80 3e 7f 
277011	119.486	0.653167	90 43 7f 
278080	119.947		b0 40 0 
278527	120.14		80 43 7f 
278527	120.14		80 37 7f 
278532	120.142	0.220164	90 2b 7f 
279004	120.345		b0 40 7f 
279043	120.362		80 2b 7f 
279074	120.375	0.205515	90 3e 7f 
279074	120.375	0.205515	90 32 7f 
279551	120.581		80 3e 7f 
279551	120.581		80 32 7f 
279582	120.594	0.204222	90 43 7f 
279582	120.594	0.874192	90 37 7f 
280056	120.798		80 43 7f 
280087	120.812	0.206376	90 45 7f 
280566	121.018		80 45 7f 
280597	121.032	0.206376	90 47 7f 
281076	121.238		80 47 7f 
281107	121.251	0.204222	90 48 7f 
281581	121.455		80 48 7f 
281611	121.468		80 37 7f 
281612	121.469	0.204222	90 47 7f 
281612	121.469	0.204222	90 37 7f 
281901	121.593		b0 40 0 
282086	121.673		80 47 7f 
282086	121.673		80 37 7f 
282117	121.686	0.205084	90 45 7f 
282117	121.686	0.205084	90 32 7f 
282593	121.891		80 45 7f 
282593	121.891		80 32 7f 
282628	121.907	0.45196	90 43 7f 
282628	121.907	0.220164	90 29 7f 
283010	122.071		b0 40 7f 
283139	122.127		80 29 7f 
283170	122.14	0.205515	90 30 7f 
283647	122.346		80 30 7f 
283677	122.359		80 43 7f 
283678	122.359	0.436881	90 3e 7f 
283678	122.359	1.31021	90 35 7f 
284692	122.796		80 3e 7f 
284693	122.796	0.436881	90 3c 7f 
285707	123.233		80 3c 7f 
285708	123.234	0.435588	90 43 7f 
286238	123.462		b0 40 0 
286719	123.669		80 43 7f 
286719	123.669		80 35 7f 
286724	123.671	0.669539	90 3e 7f 
286724	123.671	0.220164	90 27 7f 
287044	123.809		b0 40 7f 
287235	123.891		80 27 7f 
287266	123.905	0.205515	90 2e 7f 
287743	124.11		80 2e 7f 
287774	124.124	0.874192	90 33 7f 
288278	124.341		80 3e 7f 
288279	124.341	0.439035	90 37 7f 
289298	124.78		80 37 7f 
289299	124.781	0.434726	90 37 7f 
289803	124.998		80 33 7f 
289804	124.998	0.435588	90 33 7f 
290229	125.181		b0 40 0 
290308	125.215		80 37 7f 
290309	125.216	0.205084	90 37 7f 
290785	125.421		80 37 7f 
290815	125.434		80 33 7f 
290820	125.436	0.220164	90 29 7f 
291297	125.642		b0 40 7f 
291331	125.656		80 29 7f 
291362	125.67	0.436019	90 30 7f 
292374	126.106		80 30 7f 
292375	126.106	0.439522	90 3c 7f 
292375	126.106	0.439522	90 35 7f 
293394	126.546		80 3c 7f 
293394	126.546		80 35 7f 
293395	126.546	0.439701	90 3c 7f 
293395	126.546	0.662709	90 30 7f 
294382	126.976		b0 40 0 
294404	126.986		80 3c 7f 
294405	126.986	0.209347	90 3c 7f 
294881	127.195		80 3c 7f 
294911	127.209		80 30 7f 
294916	127.211	0.220164	90 3b 7f 
294916	127.211	0.220164	90 2b 7f 
295170	127.32		b0 40 7f 
295427	127.431		80 3b 7f 
295427	127.431		80 2b 7f 
295458	127.444	0.205515	90 3e 7f 
295458	127.444	0.436019	90 32 7f 
295935	127.65		80 3e 7f 
295966	127.663	0.6571	90 43 7f 
296470	127.88		80 32 7f 
296471	127.881	0.439522	90 37 7f 
297490	128.32		80 43 7f 
297490	128.32		80 37 7f 
297491	128.321	0.439701	90 39 7f 
297491	128.321	0.662709	90 32 7f 
298500	128.761		80 39 7f 
298501	128.761	0.209347	90 3b 7f 
298577	128.794		b0 40 0 
298977	128.97		80 3b 7f 
299007	128.984		80 32 7f 
299012	128.986	0.220164	90 2b 7f 
299445	129.172		b0 40 7f 
299523	129.206		80 2b 7f 
299554	129.219	0.205515	90 32 7f 
300031	129.425		80 32 7f 
300062	129.438	1.32869	90 37 7f 
300567	129.656	1.11111	90 3b 7f 
302769	130.617		b0 40 0 
303103	130.767		80 3b 7f 
303103	130.767		80 37 7f 
303108	130.769	0.224747	90 30 7f 
303408	130.903		b0 40 7f 
303619	130.994		80 30 7f 
303650	131.007	0.205515	90 37 7f 
304127	131.213		80 37 7f 
304158	131.226	1.31021	90 3c 7f 
304663	131.444	0.206376	90 43 7f 
305142	131.65		80 43 7f 
305173	131.663	0.206376	90 4c 7f 
305652	131.87		80 4c 7f 
305683	131.883	0.204222	90 4a 7f 
306157	132.087		80 4a 7f 
306188	132.101	0.204222	90 48 7f 
306473	132.223		b0 40 0 
306662	132.305		80 48 7f 
306693	132.318	0.205084	90 4c 7f 
307169	132.523		80 4c 7f 
307199	132.536		80 3c 7f 
307204	132.538	0.669539	90 4a 7f 
307204	132.538	0.220164	90 2f 7f 
307416	132.63		b0 40 7f 
307715	132.759		80 2f 7f 
307746	132.772	0.205515	90 37 7f 
308223	132.977		80 37 7f 
308254	132.991	0.656613	90 3b 7f 
308758	133.208		80 4a 7f 
308759	133.208	1.09263	90 43 7f 
309778	133.647		80 3b 7f 
309779	133.648	0.204222	90 37 7f 
310253	133.852		80 37 7f 
310284	133.865	0.435588	90 3b 7f 
310573	133.99		b0 40 0 
311295	134.301		80 43 7f 
311295	134.301		80 3b 7f 
311300	134.303	0.220164	90 2d 7f 
311555	134.413		b0 40 7f 
311811	134.523		80 2d 7f 
311842	134.537	0.205515	90 34 7f 
312319	134.742		80 34 7f 
312350	134.755	0.874192	90 39 7f 
312855	134.973	0.206376	90 40 7f 
313334	135.179		80 40 7f 
313365	135.193	0.206376	90 4a 7f 
313844	135.399		80 4a 7f 
313875	135.413	0.204222	90 48 7f 
314349	135.617		80 48 7f 
314379	135.63		80 39 7f 
314380	135.63	0.204222	90 47 7f 
314380	135.63	0.435588	90 34 7f 
314754	135.791		b0 40 0 
314854	135.834		80 47 7f 
314885	135.848	0.205084	90 48 7f 
315361	136.053		80 48 7f 
315391	136.066		80 34 7f 
315396	136.068	0.669539	90 47 7f 
315396	136.068	0.220164	90 2b 7f 
315708	136.202		b0 40 7f 
315907	136.288		80 2b 7f 
315938	136.301	0.205515	90 32 7f 
316415	136.507		80 32 7f 
316446	136.52	0.874192	90 37 7f 
316950	136.737		80 47 7f 
316951	136.738	1.09263	90 43 7f 
318475	137.394		80 37 7f 
318476	137.395	0.435588	90 32 7f 
318754	137.515		b0 40 0 
319487	137.83		80 43 7f 
319487	137.83		80 32 7f 
319492	137.833	0.220164	90 30 7f 
319792	137.962		b0 40 7f 
320003	138.053		80 30 7f 
320034	138.066	0.205515	90 37 7f 
320511	138.272		80 37 7f 
320542	138.285	1.31021	90 3c 7f 
321047	138.503	0.206376	90 43 7f 
321526	138.709		80 43 7f 
321557	138.722	0.206376	90 4c 7f 
322036	138.929		80 4c 7f 
322067	138.942	0.204222	90 4a 7f 
322541	139.146		80 4a 7f 
322572	139.16	0.204222	90 48 7f 
322857	139.282		b0 40 0 
323046	139.364		80 48 7f 
323077	139.377	0.205084	90 4c 7f 
323553	139.582		80 4c 7f 
323583	139.595		80 3c 7f 
323588	139.597	0.669539	90 4a 7f 
323588	139.597	0.220164	90 2f 7f 
323800	139.689		b0 40 7f 
324099	139.818		80 2f 7f 
324130	139.831	0.205515	90 37 7f 
324607	140.036		80 37 7f 
324638	140.05	0.874192	90 3b 7f 
325142	140.267		80 4a 7f 
325143	140.267	1.09263	90 43 7f 
326667	140.924		80 3b 7f 
326668	140.924	0.435588	90 3b 7f 
326957	141.049		b0 40 0 
327679	141.36		80 43 7f 
327679	141.36		80 3b 7f 
327684	141.362	0.220164	90 2e 7f 
327968	141.484		b0 40 7f 
328195	141.582		80 2e 7f 
328226	141.596	0.205515	90 37 7f 
328703	141.801		80 37 7f 
328734	141.815	0.874192	90 3a 7f 
329749	142.252	0.206376	90 48 7f 
330228	142.458		80 48 7f 
330259	142.472	0.204222	90 4a 7f 
330733	142.676		80 4a 7f 
330763	142.689		80 3a 7f 
330764	142.689	0.204222	90 48 7f 
330764	142.689	0.435588	90 3a 7f 
331153	142.857		b0 40 0 
331238	142.893		80 48 7f 
331269	142.907	0.205084	90 47 7f 
331745	143.112		80 47 7f 
331775	143.125		80 3a 7f 
331780	143.127	0.220164	90 2d 7f 
332159	143.29		b0 40 7f 
332291	143.347		80 2d 7f 
332322	143.36	0.655752	90 39 7f 
332830	143.579	0.436881	90 43 7f 
332883	143.602		b0 40 0 
333844	144.016		80 43 7f 
333844	144.016		80 39 7f 
333845	144.017	0.872899	90 40 7f 
333845	144.017	0.206376	90 32 7f 
334132	144.14		b0 40 7f 
334324	144.223		80 32 7f 
334355	144.236	0.653167	90 39 7f 
335460	144.712		b0 40 0 
335871	144.889		80 40 7f 
335871	144.889		80 39 7f 
335876	144.892	0.220164	90 2b 7f 
336289	145.07		b0 40 7f 
336387	145.112		80 2b 7f 
336418	145.125	0.205515	90 3e 7f 
336418	145.125	1.09306	90 32 7f 
336895	145.331		80 3e 7f 
336926	145.344	0.204222	90 43 7f 
337400	145.548		80 43 7f 
337431	145.562	0.206376	90 45 7f 
337910	145.768		80 45 7f 
337941	145.781	0.206376	90 47 7f 
338420	145.988		80 47 7f 
338451	146.001	0.204222	90 48 7f 
338925	146.205		80 48 7f 
338955	146.218		80 32 7f 
338956	146.219	0.204222	90 47 7f 
338956	146.219	0.204222	90 37 7f 
339375	146.399		b0 40 0 
339430	146.423		80 47 7f 
339430	146.423		80 37 7f 
339461	146.436	0.205084	90 45 7f 
339461	146.436	0.205084	90 32 7f 
339937	146.641		80 45 7f 
339937	146.641		80 32 7f 
339972	146.656	0.45196	90 43 7f 
339972	146.656	0.220164	90 29 7f 
340283	146.79		b0 40 7f 
340483	146.877		80 29 7f 
340514	146.89	0.205515	90 30 7f 
340991	147.095		80 30 7f 
341021	147.108		80 43 7f 
341022	147.109	0.436881	90 3e 7f 
341022	147.109	0.656613	90 35 7f 
342036	147.546		80 3e 7f 
342037	147.546	0.436881	90 3c 7f 
342546	147.765		80 35 7f 
342547	147.766	0.204222	90 30 7f 
343021	147.97		80 30 7f 
343051	147.983		80 3c 7f 
343052	147.983	0.435588	90 43 7f 
343052	147.983	0.435588	90 35 7f 
343264	148.075		b0 40 0 
344063	148.419		80 43 7f 
344063	148.419		80 35 7f 
344068	148.421	0.669539	90 3e 7f 
344068	148.421	0.220164	90 27 7f 
344393	148.561		b0 40 7f 
344579	148.641		80 27 7f 
344610	148.655	0.205515	90 2e 7f 
345087	148.86		80 2e 7f 
345118	148.874	0.876739	90 33 7f 
345622	149.091		80 3e 7f 
345623	149.091	0.879657	90 37 7f 
347147	149.75		80 33 7f 
347148	149.751	0.443068	90 2e 7f 
347652	149.971		80 37 7f 
347653	149.971	0.209347	90 37 7f 
347671	149.979		b0 40 0 
348129	150.181		80 37 7f 
348159	150.194		80 2e 7f 
348164	150.196	0.220164	90 29 7f 
348653	150.407		b0 40 7f 
348675	150.416		80 29 7f 
348706	150.429	0.205515	90 30 7f 
349183	150.635		80 30 7f 
349214	150.648	0.876739	90 35 7f 
351243	151.525		80 35 7f 
351244	151.526	0.443068	90 30 7f 
351710	151.729		b0 40 0 
351749	151.746	0.209347	90 3c 7f 
352225	151.955		80 3c 7f 
352255	151.969		80 30 7f 
352260	151.971	0.220164	90 3b 7f 
352260	151.971	0.220164	90 2b 7f 
352607	152.12		b0 40 7f 
352771	152.191		80 3b 7f 
352771	152.191		80 2b 7f 
352802	152.204	0.205515	90 3e 7f 
352802	152.204	0.205515	90 32 7f 
353279	152.41		80 3e 7f 
353279	152.41		80 32 7f 
353310	152.423	0.656613	90 43 7f 
353310	152.423	0.874192	90 37 7f 
354834	153.08		80 43 7f 
354835	153.08	0.434726	90 39 7f 
355339	153.297		80 37 7f 
355340	153.298	0.435588	90 37 7f 
355654	153.433		b0 40 0 
355844	153.515		80 39 7f 
355845	153.515	0.205084	90 3b 7f 
356321	153.72		80 3b 7f 
356351	153.733		80 37 7f 
356356	153.736	0.45196	90 2b 7f 
356690	153.879		b0 40 7f 
357405	154.187		80 2b 7f 
357406	154.188	1.32869	90 32 7f 
357911	154.405	1.11111	90 3e 7f 
359927	155.284		b0 40 0 
360447	155.517		80 3e 7f 
360447	155.517		80 32 7f 
360452	155.519	0.224747	90 2b 7f 
360745	155.65		b0 40 7f 
360963	155.744		80 2b 7f 
360994	155.757	0.205515	90 3e 7f 
360994	155.757	1.09306	90 32 7f 
361471	155.962		80 3e 7f 
361502	155.976	0.204222	90 43 7f 
361976	156.18		80 43 7f 
362007	156.193	0.206376	90 45 7f 
362486	156.4		80 45 7f 
362517	156.413	0.206376	90 47 7f 
362996	156.619		80 47 7f 
363027	156.633	0.204222	90 48 7f 
363501	156.837		80 48 7f 
363531	156.85		80 32 7f 
363532	156.85	0.204222	90 47 7f 
363532	156.85	0.204222	90 37 7f 
363914	157.015		b0 40 0 
364006	157.055		80 47 7f 
364006	157.055		80 37 7f 
364037	157.068	0.205084	90 45 7f 
364037	157.068	0.205084	90 32 7f 
364513	157.273		80 45 7f 
364513	157.273		80 32 7f 
364548	157.288	0.45196	90 43 7f 
364548	157.288	0.220164	90 29 7f 
364905	157.442		b0 40 7f 
365059	157.508		80 29 7f 
365090	157.522	0.205515	90 30 7f 
365567	157.727		80 30 7f 
365597	157.74		80 43 7f 
365598	157.741	0.436881	90 3e 7f 
365598	157.741	0.656613	90 35 7f 
366612	158.177		80 3e 7f 
366613	158.178	0.436881	90 3c 7f 
367122	158.397		80 35 7f 
367123	158.398	0.653167	90 30 7f 
367627	158.615		80 3c 7f 
367628	158.615	0.435588	90 43 7f 
367923	158.742		b0 40 0 
368639	159.051		80 43 7f 
368639	159.051		80 30 7f 
368644	159.053	0.669539	90 3e 7f 
368644	159.053	0.220164	90 27 7f 
368903	159.165		b0 40 7f 
369155	159.273		80 27 7f 
369186	159.286	0.205515	90 2e 7f 
369663	159.492		80 2e 7f 
369694	159.505	0.874192	90 33 7f 
370198	159.722		80 3e 7f 
370199	159.723	0.452391	90 37 7f 
371219	160.162	0.434726	90 3c 7f 
371249	160.175		80 37 7f 
371723	160.38		80 33 7f 
371724	160.38	0.435588	90 33 7f 
372228	160.597		80 3c 7f 
372229	160.598	0.205084	90 3a 7f 
372238	160.601		b0 40 0 
372705	160.803		80 3a 7f 
372735	160.816		80 33 7f 
372740	160.818	0.220164	90 29 7f 
373063	160.957		b0 40 7f 
373251	161.038		80 29 7f 
373282	161.051	0.205515	90 30 7f 
373759	161.257		80 30 7f 
373790	161.27	0.436881	90 35 7f 
374804	161.707		80 35 7f 
375315	161.928	0.439701	90 3c 7f 
375820	162.147	0.443068	90 30 7f 
376324	162.367		80 3c 7f 
376325	162.368	0.209347	90 3c 7f 
376406	162.403		b0 40 0 
376801	162.577		80 3c 7f 
376831	162.59		80 30 7f 
376836	162.592	0.220164	90 3b 7f 
376836	162.592	0.220164	90 2b 7f 
377183	162.742		b0 40 7f 
377347	162.813		80 3b 7f 
377347	162.813		80 2b 7f 
377378	162.826	0.205515	90 3e 7f 
377378	162.826	0.205515	90 32 7f 
377855	163.032		80 3e 7f 
377855	163.032		80 32 7f 
