TPQ: 1024
TRACKS: 2

Track 0
Tick	Seconds	Dur	Message
377886	163.045	0.656613	90 43 7f 
377886	163.045	0.874192	90 37 7f 
379410	163.701		80 43 7f 
379411	163.702	0.434726	90 39 7f 
379915	163.919		80 37 7f 
379916	163.919	0.435588	90 37 7f 
380230	164.055		b0 40 0 
380420	164.137		80 39 7f 
380421	164.137	0.205084	90 3b 7f 
380897	164.342		80 3b 7f 
380927	164.355		80 37 7f 
380932	164.357	0.220164	90 2b 7f 
381338	164.532		b0 40 7f 
381443	164.577		80 2b 7f 
381474	164.591	0.205515	90 32 7f 
381951	164.796		80 32 7f 
381982	164.81	1.31021	90 37 7f 
383507	165.467	0.653167	90 3b 7f 
383507	165.467	0.653167	90 43 7f 
384552	165.917		b0 40 0 
385023	166.12		80 3b 7f 
385023	166.12		80 43 7f 
385023	166.12		80 37 7f 
385028	166.122	0.220164	90 29 7f 
385407	166.285		b0 40 7f 
385539	166.342		80 29 7f 
385570	166.356	0.205515	90 30 7f 
386047	166.561		80 30 7f 
386078	166.574	1.31021	90 35 7f 
386583	166.792	0.439035	90 39 7f 
386583	166.792	0.439035	90 41 7f 
387602	167.231		80 39 7f 
387602	167.231		80 41 7f 
387603	167.231	0.217148	90 39 7f 
387603	167.231	0.217148	90 41 7f 
388107	167.449		80 39 7f 
388107	167.449		80 41 7f 
388108	167.449	0.217148	90 39 7f 
388108	167.449	0.217148	90 41 7f 
388487	167.612		b0 40 0 
388612	167.666		80 39 7f 
388612	167.666		80 41 7f 
388613	167.667	0.231366	90 39 7f 
388613	167.667	0.218009	90 41 7f 
389119	167.885		80 41 7f 
389119	167.885		80 35 7f 
389124	167.887	0.889272	90 29 7f 
389150	167.898		80 39 7f 
389566	168.077		b0 40 7f 
389666	168.12	0.21844	90 39 7f 
389666	168.12	0.21844	90 41 7f 
390173	168.339		80 39 7f 
390173	168.339		80 41 7f 
390174	168.339	0.217148	90 39 7f 
390174	168.339	0.217148	90 41 7f 
390678	168.556		80 39 7f 
390678	168.556		80 41 7f 
390679	168.557	0.232658	90 39 7f 
390679	168.557	0.219302	90 41 7f 
391188	168.776		80 41 7f 
391188	168.776		80 29 7f 
391189	168.776	0.436881	90 30 7f 
391219	168.789		80 39 7f 
391699	168.996	0.217148	90 39 7f 
391699	168.996	0.217148	90 41 7f 
392203	169.213		80 39 7f 
392203	169.213		80 41 7f 
392203	169.213		80 30 7f 
392204	169.214	0.217148	90 39 7f 
392204	169.214	0.217148	90 41 7f 
392204	169.214	0.435588	90 35 7f 
392643	169.403		b0 40 0 
392708	169.431		80 39 7f 
392708	169.431		80 41 7f 
392709	169.431	0.231366	90 39 7f 
392709	169.431	0.231366	90 41 7f 
393215	169.649		80 35 7f 
393220	169.652	0.220164	90 27 7f 
393246	169.663		80 39 7f 
393246	169.663		80 41 7f 
393518	169.78		b0 40 7f 
393731	169.872		80 27 7f 
393762	169.885	0.205515	90 2e 7f 
394239	170.091		80 2e 7f 
394270	170.104	0.874192	90 33 7f 
394775	170.321	0.232658	90 3a 7f 
394775	170.321	0.219302	90 43 7f 
395284	170.541		80 43 7f 
395315	170.554		80 3a 7f 
395795	170.761	0.230504	90 3a 7f 
395795	170.761	0.217148	90 43 7f 
396299	170.978		80 43 7f 
396299	170.978		80 33 7f 
396300	170.979	0.435588	90 33 7f 
396330	170.991		80 3a 7f 
396690	171.147		b0 40 0 
396805	171.196	0.231366	90 3a 7f 
396805	171.196	0.218009	90 43 7f 
397311	171.414		80 43 7f 
397311	171.414		80 33 7f 
397316	171.416	1.7626	90 27 7f 
397342	171.427		80 3a 7f 
397488	171.49		b0 40 7f 
397858	171.65	0.21844	90 3a 7f 
397858	171.65	0.21844	90 43 7f 
398365	171.868		80 3a 7f 
398365	171.868		80 43 7f 
398366	171.869	0.217148	90 3a 7f 
398366	171.869	0.217148	90 43 7f 
398870	172.086		80 3a 7f 
398870	172.086		80 43 7f 
398871	172.086	0.219302	90 3a 7f 
398871	172.086	0.219302	90 43 7f 
399380	172.306		80 3a 7f 
399380	172.306		80 43 7f 
399381	172.306	0.219302	90 3a 7f 
399381	172.306	0.219302	90 43 7f 
399890	172.525		80 3a 7f 
399890	172.525		80 43 7f 
399891	172.526	0.217148	90 3a 7f 
399891	172.526	0.217148	90 43 7f 
400395	172.743		80 3a 7f 
400395	172.743		80 43 7f 
400396	172.743	0.217148	90 3a 7f 
400396	172.743	0.217148	90 43 7f 
400822	172.927		b0 40 0 
400900	172.96		80 3a 7f 
400900	172.96		80 43 7f 
400901	172.961	0.231366	90 3a 7f 
400901	172.961	0.231366	90 43 7f 
401407	173.179		80 27 7f 
401412	173.181	0.220164	90 26 7f 
401438	173.192		80 3a 7f 
401438	173.192		80 43 7f 
401799	173.348		b0 40 7f 
401923	173.401		80 26 7f 
401954	173.415	0.205515	90 2d 7f 
402431	173.62		80 2d 7f 
402462	173.633	0.874192	90 32 7f 
402967	173.851	0.439035	90 3c 7f 
402967	173.851	0.439035	90 43 7f 
403986	174.29		80 3c 7f 
403986	174.29		80 43 7f 
403987	174.29	0.434726	90 3c 7f 
403987	174.29	0.434726	90 43 7f 
404491	174.508		80 32 7f 
404492	174.508	0.435588	90 32 7f 
404920	174.692		b0 40 0 
404996	174.725		80 3c 7f 
404996	174.725		80 43 7f 
404997	174.726	0.205084	90 3c 7f 
404997	174.726	0.218009	90 43 7f 
405473	174.931		80 3c 7f 
405503	174.944		80 43 7f 
405503	174.944		80 32 7f 
405508	174.946	0.220164	90 26 7f 
405854	175.095		b0 40 7f 
406019	175.166		80 26 7f 
406050	175.179	0.436019	90 3c 7f 
406050	175.179	0.436019	90 45 7f 
406050	175.179	0.205515	90 2d 7f 
406527	175.385		80 2d 7f 
406558	175.398	0.874192	90 32 7f 
407062	175.615		80 3c 7f 
407062	175.615		80 45 7f 
407063	175.616	0.439035	90 3c 7f 
407063	175.616	0.439035	90 45 7f 
408082	176.055		80 3c 7f 
408082	176.055		80 45 7f 
408083	176.055	0.611805	90 3c 7f 
408083	176.055	0.611805	90 45 7f 
408587	176.272		80 32 7f 
408588	176.273	0.394226	90 32 7f 
409024	176.461		b0 40 0 
409503	176.667		80 3c 7f 
409503	176.667		80 45 7f 
409503	176.667		80 32 7f 
409504	176.667		ff 2f 0 
